,SearchURL,Origin,Destination,Time,Fare,Transfer,Priority
51,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=つつじヶ丘駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,つつじヶ丘駅,東京駅,44分 --- 48分 --- 45分,397円 --- 475円 --- 475円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [楽] --- [楽]
52,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=つつじヶ丘駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,つつじヶ丘駅,横浜駅,1時間8分 --- 1時間0分 --- 1時間0分,760円 --- 760円 --- 595円,乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] --- [早] --- [早]
53,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=つつじヶ丘駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,つつじヶ丘駅,センター南駅,1時間27分 --- 56分 --- 55分,983円 --- 703円 --- 703円,乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
54,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=とうきょうスカイツリー駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,とうきょうスカイツリー駅,東京駅,40分 --- 30分 --- 34分,199円 --- 325円 --- 199円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [早] --- [安]
55,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=とうきょうスカイツリー駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,とうきょうスカイツリー駅,横浜駅,58分 --- 58分 --- 57分,586円 --- 693円 --- 733円,乗換：0回 --- 乗換：1回 --- 乗換：1回,[楽] --- [早] --- 
56,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=とうきょうスカイツリー駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,とうきょうスカイツリー駅,センター南駅,1時間25分 --- 1時間24分 --- 1時間33分,735円 --- 735円 --- 890円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
57,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ときわ台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ときわ台駅,東京駅,34分 --- 34分 --- 45分,367円 --- 367円 --- 366円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽][安]
58,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ときわ台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,ときわ台駅,横浜駅,54分 --- 1時間0分 --- 57分,817円 --- 639円 --- 817円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
59,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ときわ台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,ときわ台駅,センター南駅,1時間20分 --- 1時間26分 --- 1時間25分,"1,121円 --- 859円 --- 859円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
60,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=はるひ野駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,はるひ野駅,東京駅,53分 --- 1時間1分 --- 1時間3分,544円 --- 513円 --- 545円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [楽][安] --- [楽]
61,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=はるひ野駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,はるひ野駅,横浜駅,56分 --- 57分 --- 1時間12分,576円 --- 647円 --- 880円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [楽] --- [楽]
62,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=はるひ野駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,はるひ野駅,センター南駅,56分 --- 1時間2分 --- 51分,661円 --- 745円 --- 661円,乗換：3回 --- 乗換：3回 --- 乗換：3回,[早][楽][安] --- [楽] --- [楽][安]
63,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ひばりヶ丘駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ひばりヶ丘駅,東京駅,42分 --- 46分 --- 49分,484円 --- 471円 --- 484円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [楽]
64,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ひばりヶ丘駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,ひばりヶ丘駅,横浜駅,1時間0分 --- 59分 --- 1時間4分,756円 --- 756円 --- 756円,乗換：0回 --- 乗換：0回 --- 乗換：1回,[早][楽] --- [楽] --- [早]
65,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ひばりヶ丘駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,ひばりヶ丘駅,センター南駅,1時間11分 --- 1時間11分 --- 1時間25分,976円 --- 976円 --- 976円,乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [早][楽] --- [楽]
66,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ひろせ野鳥の森駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ひろせ野鳥の森駅,東京駅,1時間40分 --- 1時間39分 --- 1時間34分,"1,336円 --- 1,336円 --- 1,336円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [楽][安] --- [楽][安]
67,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ひろせ野鳥の森駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,ひろせ野鳥の森駅,横浜駅,1時間54分 --- 2時間4分 --- 1時間57分,"1,864円 --- 1,864円 --- 1,864円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[早][楽] --- [楽] --- 
68,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ひろせ野鳥の森駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,ひろせ野鳥の森駅,センター南駅,2時間20分 --- 2時間39分 --- 2時間25分,"2,168円 --- 2,168円 --- 2,168円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
69,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ふじみ野駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ふじみ野駅,東京駅,49分 --- 56分 --- 55分,566円 --- 565円 --- 566円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
70,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ふじみ野駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,ふじみ野駅,横浜駅,1時間11分 --- 1時間11分 --- 1時間16分,"806円 --- 806円 --- 1,016円",乗換：0回 --- 乗換：0回 --- 乗換：1回,[楽][安] --- [楽][安] --- [早]
71,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ふじみ野駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,ふじみ野駅,センター南駅,1時間22分 --- 1時間22分 --- 1時間36分,"1,026円 --- 1,026円 --- 1,026円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[早][楽][安] --- [早][楽][安] --- [楽][安]
72,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みずほ台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,みずほ台駅,東京駅,50分 --- 47分 --- 1時間3分,566円 --- 566円 --- 566円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
73,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みずほ台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,みずほ台駅,横浜駅,1時間11分 --- 1時間20分 --- 1時間12分,"754円 --- 754円 --- 1,016円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [楽][安] --- [楽]
74,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みずほ台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,みずほ台駅,センター南駅,1時間38分 --- 1時間37分 --- 1時間39分,"974円 --- 974円 --- 1,320円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽][安] --- [楽][安] --- [楽]
75,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みつわ台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,みつわ台駅,東京駅,1時間4分 --- 1時間3分 --- 1時間15分,"984円 --- 1,037円 --- 1,037円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
76,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みつわ台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,みつわ台駅,横浜駅,1時間37分 --- 1時間43分 --- 1時間36分,"1,435円 --- 1,435円 --- 1,541円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
77,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みつわ台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,みつわ台駅,センター南駅,2時間8分 --- 2時間12分 --- 2時間8分,"1,739円 --- 1,739円 --- 1,845円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
78,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みどり台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,みどり台駅,東京駅,1時間0分 --- 51分 --- 1時間1分,785円 --- 662円 --- 662円,乗換：1回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [早] --- [早]
79,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みどり台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,みどり台駅,横浜駅,1時間33分 --- 1時間24分 --- 1時間34分,"1,236円 --- 1,124円 --- 1,124円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[早][楽] --- [早] --- [早]
80,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みどり台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,みどり台駅,センター南駅,2時間4分 --- 1時間56分 --- 1時間55分,"1,540円 --- 1,469円 --- 1,428円",乗換：2回 --- 乗換：3回 --- 乗換：3回,[楽] --- [早] --- 
81,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みなとみらい駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,みなとみらい駅,東京駅,35分 --- 38分 --- 38分,656円 --- 656円 --- 656円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [早][楽] --- [楽]
82,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みなとみらい駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,みなとみらい駅,横浜駅,2分 --- 3分 --- 3分,183円 --- 183円 --- 183円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
83,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みなとみらい駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,みなとみらい駅,センター南駅,32分 --- 33分 --- 37分,654円 --- 487円 --- 487円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽][安] --- [楽][安]
84,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みのり台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,みのり台駅,東京駅,42分 --- 51分 --- 37分,543円 --- 566円 --- 543円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽] --- [楽][安]
85,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みのり台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,みのり台駅,横浜駅,1時間52分 --- 1時間15分 --- 1時間18分,"1,197円 --- 1,082円 --- 923円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] --- [早] --- 
86,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=みのり台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,みのり台駅,センター南駅,1時間43分 --- 1時間43分 --- 1時間47分,"1,102円 --- 1,102円 --- 1,101円",乗換：3回 --- 乗換：3回 --- 乗換：3回,[楽] --- [楽] --- [楽][安]
87,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=めじろ台駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,めじろ台駅,東京駅,1時間0分 --- 1時間13分 --- 1時間10分,"565円 --- 1,061円 --- 566円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽] --- [楽]
88,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=めじろ台駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,めじろ台駅,横浜駅,1時間26分 --- 1時間12分 --- 1時間20分,"852円 --- 883円 --- 1,061円",乗換：1回 --- 乗換：2回 --- 乗換：2回,[楽] --- [早] --- [早]
89,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=めじろ台駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,めじろ台駅,センター南駅,1時間22分 --- 1時間17分 --- 1時間6分,841円 --- 841円 --- 872円,乗換：2回 --- 乗換：2回 --- 乗換：3回,[楽][安] --- [楽][安] --- [早]
90,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ゆめが丘駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ゆめが丘駅,東京駅,1時間13分 --- 1時間14分 --- 1時間2分,"826円 --- 826円 --- 1,175円",乗換：1回 --- 乗換：1回 --- 乗換：2回,[楽] --- [楽] --- [早]
91,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ゆめが丘駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,ゆめが丘駅,横浜駅,37分 --- 37分 --- 37分,353円 --- 353円 --- 353円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[楽][安] --- [楽][安] --- [楽][安]
92,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ゆめが丘駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,ゆめが丘駅,センター南駅,1時間3分 --- 1時間8分 --- 1時間12分,657円 --- 657円 --- 669円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽][安] --- [楽][安] --- [楽]
93,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=スポーツセンター駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,スポーツセンター駅,東京駅,59分 --- 58分 --- 1時間10分,932円 --- 984円 --- 984円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
94,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=スポーツセンター駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,スポーツセンター駅,横浜駅,1時間32分 --- 1時間38分 --- 1時間37分,"1,383円 --- 1,383円 --- 1,383円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
95,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=スポーツセンター駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,スポーツセンター駅,センター南駅,2時間3分 --- 2時間7分 --- 2時間12分,"1,687円 --- 1,687円 --- 1,929円",乗換：2回 --- 乗換：2回 --- 乗換：2回,[楽] --- [楽] --- [楽]
96,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=センター北駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,センター北駅,東京駅,54分 --- 1時間2分 --- 56分,777円 --- 712円 --- 777円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
97,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=センター北駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,センター北駅,横浜駅,20分 --- 23分 --- 23分,304円 --- 304円 --- 304円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
98,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=センター北駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,センター北駅,センター南駅,1分 --- 2分 --- 1分,210円 --- 210円 --- 210円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
99,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=センター南駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,センター南駅,東京駅,52分 --- 1時間4分 --- 55分,777円 --- 712円 --- 777円,乗換：1回 --- 乗換：1回 --- 乗換：1回,[楽] --- [楽] --- [楽]
100,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=センター南駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,センター南駅,横浜駅,18分 --- 22分 --- 22分,304円 --- 304円 --- 304円,乗換：0回 --- 乗換：0回 --- 乗換：0回,[早][楽][安] --- [楽][安] --- [楽][安]
101,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ソシオ流通センター駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ソシオ流通センター駅,東京駅,1時間26分 --- 1時間45分 --- 1時間35分,"1,336円 --- 1,336円 --- 1,336円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽][安] --- [楽][安] --- [楽][安]
102,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ソシオ流通センター駅 +&tlatlon=&togid=&to=横浜駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=横浜駅,ソシオ流通センター駅,横浜駅,1時間52分 --- 2時間10分 --- 2時間1分,"1,864円 --- 1,864円 --- 1,864円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
103,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ソシオ流通センター駅 +&tlatlon=&togid=&to=センター南駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=センター南駅,ソシオ流通センター駅,センター南駅,2時間26分 --- 2時間26分 --- 2時間24分,"2,168円 --- 2,168円 --- 1,828円",乗換：2回 --- 乗換：2回 --- 乗換：3回,[楽] --- [楽] --- [早][安]
104,https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=ユーカリが丘駅 +&tlatlon=&togid=&to=東京駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=東京駅,ユーカリが丘駅,東京駅,1時間3分 --- 1時間10分 --- 1時間15分,"721円 --- 1,058円 --- 901円",乗換：1回 --- 乗換：1回 --- 乗換：1回,[早][楽] --- [楽] --- [楽]
